frame,team,largura,profundidade,pressao,largura_linha_1,largura_linha_2,largura_linha_3,profundidade_1_2,profundidade_2_3
0,0,1026,371,0.0,12.5,77.1875,45.15625,212.78571428571428,113.46428571428572
0,1,1027,314,0.0,36.5625,64.140625,15.78125,146.73333333333332,65.66666666666669
1,0,1088,372,0.42370521275688433,6.953125,77.34375,85.0,202.25,104.75
1,1,1025,314,0.6283306033818875,18.828125,36.09375,67.65625,94.33333333333334,132.8
2,0,1087,373,0.0,7.109375,77.265625,84.921875,225.27777777777777,106.42222222222222
2,1,1024,314,0.0,18.828125,36.09375,67.578125,94.00000000000001,133.46666666666667
3,0,1087,372,0.0,7.187499999999999,77.34375,84.921875,226.5,104.89999999999998
3,1,1024,314,0.0,18.828125,36.09375,67.578125,94.33333333333334,133.46666666666667
4,0,1086,374,0.0,7.34375,43.90625,84.84375,238.66666666666669,93.63333333333333
4,1,1021,317,0.0,36.484375,63.828125,15.546874999999998,148.4666666666667,65.66666666666663
5,0,1083,375,0.0,8.828125,38.359375,84.609375,161.5,131.2
5,1,1019,363,0.0,23.28125,36.09375,67.265625,121.66666666666666,135.13333333333335
6,0,1082,312,0.0,0.0,64.140625,84.53125,130.5,131.89999999999998
6,1,1017,324,0.0,18.671875,36.09375,66.953125,97.66666666666667,135.86666666666665
7,0,1079,183,0.5155259877078238,25.859375,43.359375,84.296875,90.60000000000002,80.79999999999995
7,1,1016,326,0.6430138824273994,36.640625,63.35937499999999,15.156249999999998,151.0,68.33333333333331
8,0,1080,184,0.4097553785548231,25.937500000000004,76.953125,84.375,76.5,96.89999999999998
8,1,1015,329,0.6392417062370536,18.59375,36.328125,66.40625,99.00000000000001,137.46666666666667
9,0,1080,184,0.4097590382315181,25.937500000000004,76.953125,84.375,76.66666666666669,96.73333333333329
9,1,1015,329,0.6392417062370536,18.59375,36.328125,66.40625,99.00000000000001,137.46666666666667
10,0,1005,186,0.45849049536279585,63.828125,43.046875,41.484375,78.75,82.5
10,1,1015,371,0.605073234618498,18.671875,16.015625,66.328125,128.25,133.89999999999998
11,0,1004,319,0.0,59.06249999999999,76.953125,41.328125,130.0,93.5
11,1,1013,330,0.0,36.5625,0.0,66.09375,113.5,106.19999999999999
12,0,1003,322,0.2636647671124114,58.90625000000001,76.953125,41.015625,141.0,93.94999999999999
12,1,1012,331,0.2644665047580408,36.5625,0.0,66.015625,113.25,107.19999999999999
13,0,1000,322,0.26540514748549654,58.90625000000001,76.953125,40.625,142.40000000000003,94.14999999999998
13,1,1010,335,0.26608808105674187,36.484375,62.890625,14.765624999999998,155.26666666666668,69.66666666666663
14,0,1071,286,0.25682462467532086,58.75,76.71875,83.671875,123.64999999999998,89.10000000000002
14,1,1008,338,0.26745638539959016,18.4375,36.171875,65.703125,99.00000000000001,143.06666666666663
15,0,1070,286,0.2661756038976319,58.75,76.796875,83.59375,123.64999999999998,91.40000000000003
15,1,1008,338,0.26745638539959016,18.4375,36.171875,65.703125,99.00000000000001,143.06666666666663
16,0,992,288,0.0,58.75,76.71875,39.765625,124.44999999999999,96.05000000000001
16,1,1006,341,0.0,18.359375,36.25,65.625,99.99999999999999,144.33333333333334
17,0,990,242,0.0,63.59375000000001,42.5,39.453125,102.25,85.25
17,1,1002,341,0.0,18.359375,36.171875,65.546875,100.0,145.2
18,0,988,243,0.2929721340640206,63.59375000000001,42.34375,39.140625,102.75,85.75
18,1,1001,342,0.27022828952041283,18.203125,36.328125,65.46875,101.33333333333334,144.86666666666665
19,0,985,327,0.42841897081952957,5.390625,76.640625,42.65625,135.1,121.4
19,1,998,345,0.7022778136006582,18.28125,36.25,65.3125,102.0,145.39999999999998
20,0,982,328,0.0,0.0,63.4375,42.421875,132.0,145.625
20,1,997,348,0.0,18.28125,36.328125,65.0,101.0,148.0
21,0,982,327,0.0,0.0,63.4375,42.421875,131.0,145.75
21,1,997,348,0.0,18.28125,36.328125,65.0,101.0,148.0
22,0,981,331,0.0,7.03125,76.640625,42.109375,148.33333333333331,124.53333333333333
22,1,995,351,0.0,18.203125,36.25,64.765625,101.00000000000001,149.66666666666666
23,0,979,334,0.0,7.03125,76.484375,38.046875,159.52380952380952,129.39285714285717
23,1,993,353,0.0,18.125,36.25,64.453125,101.66666666666667,150.8
24,0,979,338,0.0,7.109375,76.484375,37.8125,177.625,123.125
24,1,991,355,0.0,18.125,36.25,64.296875,101.99999999999999,152.33333333333334
25,0,978,342,0.0,7.265625000000001,76.40625,37.578125,185.175,123.875
25,1,991,356,0.0,18.125,36.25,64.296875,102.66666666666666,152.73333333333332
26,0,977,343,0.0,7.265625000000001,63.20312500000001,41.796875,126.8,134.1111111111111
26,1,988,358,0.0,0.0,36.328125,64.140625,136.8,182.0
27,0,977,343,0.0,7.265625000000001,63.20312500000001,41.796875,126.8,134.22222222222223
27,1,988,358,0.0,0.0,36.328125,64.140625,136.8,182.0
28,0,977,343,0.0,32.8125,76.328125,37.265625,158.57142857142856,114.42857142857144
28,1,986,362,0.0,17.96875,36.171875,64.0625,103.99999999999999,154.73333333333332
29,0,977,347,0.0,7.265625000000001,76.328125,36.953125,171.79166666666669,127.875
29,1,983,365,0.0,17.8125,36.171875,64.6875,105.33333333333333,166.9047619047619
30,0,976,312,0.5263126352234535,58.359375,76.25,36.71875,136.0,106.0
30,1,981,367,0.6248721578655103,17.96875,36.09375,63.828125,104.99999999999999,156.93333333333337
31,0,975,311,0.5538438418853445,58.28124999999999,76.171875,25.703125,137.66666666666669,103.83333333333331
31,1,979,368,0.5187429964336256,17.890625,36.25,64.84375,105.66666666666666,168.9047619047619
32,0,974,313,0.0,62.890625,41.484375,25.390625,137.2,90.13333333333333
32,1,976,369,0.0,17.8125,36.171875,64.53125,105.00000000000001,170.38095238095238
33,0,974,313,0.0,62.890625,41.484375,25.390625,137.2,90.13333333333333
33,1,976,369,0.0,17.8125,36.171875,64.53125,105.00000000000001,170.38095238095238
34,0,974,346,0.0,58.203125,76.09375,25.078125,159.6,102.33333333333331
34,1,974,371,0.0,17.8125,36.171875,64.140625,104.33333333333334,167.49999999999997
35,0,973,346,0.5828163641342076,58.203125,76.015625,25.0,160.5666666666667,102.83333333333331
35,1,972,373,0.498658337345537,17.734375,36.171875,63.59375000000001,104.66666666666667,161.26666666666668
36,0,971,348,0.6310266760821253,58.12500000000001,75.859375,25.078125,161.63333333333333,103.83333333333337
36,1,969,377,0.48999757192866655,17.734375,36.171875,63.35937499999999,105.33333333333334,162.46666666666667
37,0,972,324,0.0,62.734375,41.25,24.921875,143.4,91.19999999999999
37,1,966,378,0.0,17.65625,36.09375,63.125,105.33333333333333,163.60000000000002
38,0,971,327,0.0,58.046875,75.859375,24.609375,139.45,112.13333333333333
38,1,963,379,0.0,17.578125,36.09375,62.890625,107.0,163.39999999999998
39,0,970,327,0.0,58.046875,75.78125,24.609375,139.0,112.33333333333331
39,1,963,379,0.0,36.171875,59.45312499999999,0.0,201.0,77.80000000000001
40,0,970,330,0.0,62.57812499999999,41.09375,24.21875,144.79999999999998,94.4666666666667
40,1,960,380,0.0,17.578125,36.09375,62.65625,108.33333333333334,163.66666666666666
41,0,969,331,0.0,62.5,40.9375,23.90625,145.59999999999997,94.60000000000002
41,1,957,384,0.0,17.421875,36.09375,62.5,107.99999999999999,164.93333333333337
42,0,969,358,0.0,32.1875,75.703125,23.75,168.71428571428572,121.28571428571428
42,1,956,388,0.0,17.421875,36.171875,62.265625,108.66666666666667,166.06666666666663
43,0,968,333,0.0,62.42187500000001,40.859375,23.59375,150.2,91.0
43,1,954,390,0.0,36.171875,58.67187499999999,0.0,209.83333333333334,60.0
44,0,970,359,0.0,32.03125,75.78125,23.203125,171.46428571428572,120.95238095238096
44,1,952,396,0.0,36.09375,58.51562500000001,0.0,210.66666666666666,65.0
45,0,970,359,0.0,57.89062499999999,75.78125,23.203125,168.6,106.66666666666669
45,1,953,395,0.0,36.171875,58.51562500000001,0.0,210.41666666666666,64.25
46,0,968,361,0.0,62.5,40.78125,22.890625,170.0,92.66666666666669
46,1,949,399,0.0,17.34375,36.09375,61.71875,108.33333333333334,178.16666666666666
47,0,968,362,0.0,57.89062499999999,75.625,22.65625,152.05,115.19999999999999
47,1,946,396,0.0,36.171875,58.28124999999999,0.0,211.75,63.25
48,0,968,364,0.0,62.34375,40.703125,22.34375,151.35000000000002,95.73333333333329
48,1,943,402,0.0,17.1875,36.015625,61.5625,109.66666666666667,179.83333333333331
49,0,966,366,0.0,62.109375,40.703125,22.109375,152.14999999999998,97.60000000000002
49,1,940,405,0.0,17.1875,36.09375,61.25000000000001,110.0,187.0
50,0,965,367,0.0,62.109375,40.546875,21.640625,154.14999999999998,97.10000000000002
50,1,937,316,0.0,36.09375,57.65625,1.015625,190.8,63.0
51,0,965,367,0.0,62.109375,40.546875,21.5625,153.95,97.30000000000001
51,1,937,316,0.0,36.09375,0.0,61.01562499999999,162.8,59.80000000000001
52,0,967,370,0.0,0.0,62.265625,40.546875,139.33333333333334,148.0952380952381
52,1,934,412,0.0,0.0,36.171875,60.78125,147.8,219.05714285714282
53,0,968,378,0.0,62.265625,40.546875,31.874999999999996,156.45,102.80000000000001
53,1,930,416,0.0,0.0,36.09375,60.62499999999999,147.2,206.8
54,0,872,381,0.0,54.921875,40.46875,31.71875,177.26666666666668,101.64999999999998
54,1,927,420,0.0,17.03125,35.9375,60.46875000000001,112.33333333333333,177.2
55,0,967,260,0.39390773292379555,62.265625,40.390625,31.71875,124.19999999999999,102.30000000000001
55,1,924,421,0.3095311873628791,17.109375,36.015625,60.23437499999999,111.66666666666667,178.66666666666666
56,0,966,264,0.3961753439653712,62.18749999999999,40.390625,31.484374999999996,124.66666666666666,103.5
56,1,921,422,0.3105129776673161,17.03125,35.9375,60.0,111.33333333333334,180.06666666666663
57,0,967,264,0.3960095975672745,62.265625,40.390625,31.484374999999996,124.46666666666667,103.69999999999999
57,1,921,422,0.3105928104656547,17.03125,35.9375,60.0,111.33333333333334,180.06666666666663
58,0,966,265,0.3979619027191432,62.109375,40.390625,31.171875,121.91666666666666,107.25
58,1,917,423,0.31228557152203346,17.03125,35.859375,59.68750000000001,112.33333333333334,180.66666666666666
59,0,964,267,0.39930561257132113,62.03125000000001,40.234375,30.9375,127.06666666666663,103.10000000000002
59,1,913,427,0.3124763803017919,16.953125,35.9375,59.45312499999999,112.66666666666667,181.39999999999998
60,0,964,266,0.5605833186707287,62.109375,40.15625,30.859375,129.26666666666668,106.06666666666666
60,1,911,428,0.5751932852041752,16.796875,35.859375,59.375,113.66666666666667,180.66666666666666
61,0,965,269,0.5853881370258776,62.109375,40.078125,30.703124999999996,125.83333333333334,111.16666666666669
61,1,908,431,0.5708770770045509,16.71875,35.859375,59.29687500000001,114.0,181.60000000000002
62,0,966,392,0.0,62.18749999999999,39.765625,30.546875,162.0,111.91666666666669
62,1,906,465,0.0,23.046875,36.015625,59.140625,167.2,214.60000000000002
63,0,966,392,0.0,62.18749999999999,39.765625,30.546875,161.75,111.91666666666669
63,1,906,465,0.0,22.96875,36.015625,59.140625,167.2,214.60000000000002
64,0,885,392,0.0,0.0,39.453125,35.3125,214.83333333333331,143.16666666666669
64,1,905,466,0.0,30.859375,35.859375,58.984375,139.66666666666666,183.33333333333334
65,0,885,395,0.0,55.78125000000001,39.296875,30.15625,180.75,113.25
65,1,901,470,0.0,30.703124999999996,35.78125,58.828125,140.83333333333334,184.26666666666668
66,0,965,399,0.0,0.0,75.390625,34.609375,180.8,154.7
66,1,897,442,0.0,16.71875,35.703125,58.67187499999999,115.33333333333334,184.33333333333334
67,0,966,423,0.0,3.75,75.46875,34.21875,209.0,166.08333333333331
67,1,893,444,0.0,16.640625,35.625,58.59375,115.33333333333333,187.00000000000003
68,0,963,395,0.36771838998710504,61.875,38.828125,29.375,169.14999999999998,109.26666666666671
68,1,889,446,0.3232126947331228,16.484375,35.703125,58.359375,115.0,188.39999999999998
69,0,963,395,0.36771838998710504,61.875,38.828125,29.375,169.14999999999998,109.26666666666671
69,1,889,446,0.3232126947331228,16.484375,35.703125,58.359375,115.0,188.39999999999998
70,0,506,279,0.0,26.171875,38.75,29.140624999999996,145.5,98.75
70,1,886,447,0.0,16.484375,35.703125,58.28124999999999,115.33333333333331,189.58333333333334
71,0,965,282,0.0,62.03125000000001,38.75,29.062500000000004,133.83333333333334,114.5
71,1,883,448,0.0,16.484375,35.78125,58.203125,115.66666666666669,187.83333333333334
72,0,963,404,0.0,61.875,38.671875,28.828125,167.75,116.91666666666669
72,1,881,478,0.0,22.8125,35.9375,58.203125,172.4,218.1
73,0,892,410,0.0,0.0,39.84375,33.125,189.75,154.25
73,1,878,450,0.0,35.859375,24.453125,58.12500000000001,165.2,113.5
74,0,893,409,0.6859482864460786,56.40625,38.671875,28.749999999999996,185.33333333333334,106.5
74,1,875,450,0.423164977715315,16.40625,35.546875,58.046875,117.66666666666666,187.60000000000002
75,0,893,409,0.6878186778806825,56.40625,38.671875,28.749999999999996,185.33333333333334,106.25
75,1,875,451,0.4246344465230976,16.40625,35.546875,58.046875,118.0,187.39999999999998
76,0,896,409,0.0,56.56250000000001,38.671875,28.59375,190.26666666666668,99.19999999999999
76,1,874,453,0.0,16.5625,35.703125,57.96875,118.0,187.16666666666666
77,0,963,411,0.7056530411667432,61.79687499999999,38.75,28.515625,174.14999999999998,106.10000000000002
77,1,871,456,0.4121011434766477,16.484375,35.625,57.96875,117.66666666666669,188.16666666666666
78,0,898,411,0.4575097465981934,56.56250000000001,38.984375,28.4375,190.8,98.0
78,1,869,456,0.32388582699007384,36.015625,53.125,0.0,229.08333333333334,93.75
79,0,965,411,0.0,61.79687499999999,38.984375,28.515625,174.7,115.13333333333333
79,1,867,486,0.0,22.8125,36.015625,57.89062499999999,174.5,221.39999999999998
80,0,901,443,0.0,56.796875,38.984375,28.4375,220.45,114.80000000000001
80,1,865,488,0.0,29.453125000000004,35.546875,57.89062499999999,144.41666666666666,188.93333333333337
81,0,900,443,0.0,56.71874999999999,38.90625,28.4375,220.5,115.0
81,1,865,488,0.0,29.375,35.546875,57.89062499999999,144.75,188.60000000000002
82,0,901,413,0.0,56.71874999999999,38.90625,28.281250000000004,191.60000000000002,114.73333333333329
82,1,863,459,0.0,16.328125,35.46875,57.89062499999999,118.66666666666669,188.86666666666665
83,0,900,413,0.0,56.71874999999999,38.75,28.125,192.26666666666668,114.39999999999998
83,1,862,459,0.0,36.171875,28.515625,57.89062499999999,212.5,95.5
84,0,898,412,0.0,0.0,27.03125,38.59375,125.5,192.375
84,1,860,459,0.0,36.328125,52.65625000000001,0.0,228.58333333333334,94.25
85,0,896,411,0.0,56.796875,38.515625,28.125,184.41666666666666,121.91666666666669
85,1,858,458,0.0,36.328125,27.34375,57.8125,164.6,117.0
86,0,895,411,0.0,56.71874999999999,38.515625,28.125,190.0,116.66666666666669
86,1,857,458,0.0,16.40625,35.46875,57.89062499999999,120.0,186.33333333333334
87,0,895,411,0.0,56.71874999999999,38.515625,28.125,190.0,116.66666666666669
87,1,857,458,0.0,36.25,27.65625,57.89062499999999,162.7,118.5
88,0,896,389,0.0,0.0,40.3125,18.984375,219.0,160.5
88,1,854,456,0.0,16.40625,35.390625,57.89062499999999,119.33333333333331,189.33333333333334
89,0,897,411,0.0,56.796875,38.4375,28.203125,183.16666666666666,124.83333333333331
89,1,852,456,0.0,16.328125,35.390625,58.12500000000001,119.33333333333331,177.66666666666666
90,0,897,409,0.0,56.71874999999999,38.515625,28.359374999999996,189.75,125.0
90,1,849,457,0.0,16.328125,35.3125,58.28124999999999,119.33333333333334,178.5
91,0,897,408,0.0,0.0,40.78125,28.281250000000004,229.14285714285717,159.85714285714283
91,1,846,482,0.0,28.125,35.15625,58.359375,145.16666666666666,184.93333333333337
92,0,524,287,0.0,27.500000000000004,39.0625,28.281250000000004,147.3,117.5333333333333
92,1,844,457,0.0,36.09375,28.749999999999996,58.359375,151.91666666666669,146.83333333333331
93,0,524,287,0.0,27.500000000000004,39.0625,28.281250000000004,147.3,117.5333333333333
93,1,844,457,0.0,36.09375,28.749999999999996,58.359375,151.91666666666669,146.83333333333331
94,0,896,406,0.0,56.640625,39.296875,28.203125,188.53333333333333,117.13333333333333
94,1,842,457,0.0,16.40625,35.078125,58.359375,120.0,183.86666666666665
95,0,947,404,0.0,60.390625,39.375,28.281250000000004,171.05,116.19999999999999
95,1,839,455,0.0,36.09375,29.062500000000004,58.359375,160.6,118.0
96,0,896,405,0.0,56.484375,39.296875,27.968749999999996,188.0,116.66666666666669
96,1,837,455,0.0,16.71875,35.0,58.59375,121.0,181.73333333333332
97,0,532,283,0.0,28.125,39.53125,27.890625000000004,146.2,116.4666666666667
97,1,835,590,0.0,36.171875,51.796875,23.046875,224.08333333333334,158.25
98,0,894,402,0.0,0.0,28.203125,39.6875,123.0,189.375
98,1,832,589,0.0,0.0,36.171875,58.67187499999999,168.4,248.4333333333333
99,0,894,402,0.0,56.40625,39.6875,28.4375,187.13333333333335,115.86666666666667
99,1,831,590,0.0,0.0,36.09375,58.51562500000001,168.4,248.26666666666668
100,0,893,401,0.42618096317672505,56.40625,40.234375,28.59375,186.26666666666668,116.39999999999998
100,1,830,614,0.37698256875021263,22.1875,36.171875,58.67187499999999,181.8,247.2
101,0,534,283,0.4818777511901855,28.4375,40.46875,28.749999999999996,155.33333333333331,107.0
101,1,827,453,0.2863434225765274,16.71875,34.84375,58.67187499999999,120.66666666666666,182.75
102,0,538,282,0.5007292527637527,28.671875000000004,27.65625,28.749999999999996,142.25,104.5
102,1,823,452,0.2858352668449048,16.71875,34.6875,58.59375,120.33333333333331,182.83333333333334
103,0,540,282,0.0,28.828125,40.703125,28.59375,144.3,116.86666666666667
103,1,822,450,0.0,16.640625,34.765625,58.59375,119.33333333333334,170.49999999999997
104,0,540,280,0.6180811036021994,28.828125,40.78125,28.281250000000004,153.66666666666669,106.5
104,1,819,450,0.48773163622322785,16.640625,34.6875,58.59375,119.66666666666666,181.83333333333334
105,0,540,280,0.6287090399511017,28.828125,40.78125,28.281250000000004,154.0,106.66666666666669
105,1,819,450,0.6975827617157073,16.5625,34.6875,58.59375,119.66666666666666,169.73333333333332
106,0,540,279,0.0,28.828125,28.046875,28.359374999999996,152.8,106.5333333333333
106,1,817,450,0.0,16.796875,34.6875,58.51562500000001,120.0,181.0
107,0,539,278,0.0,28.749999999999996,28.125,28.359374999999996,152.7,107.13333333333333
107,1,814,448,0.0,16.875,34.609375,58.4375,119.66666666666666,180.5
108,0,540,278,0.3458808167094287,28.828125,28.203125,28.515625,152.89999999999998,106.60000000000002
108,1,811,329,0.5715747059607448,36.171875,18.90625,58.4375,85.0,161.0
109,0,541,274,0.0,28.828125,28.4375,28.671875000000004,152.60000000000002,105.06666666666666
109,1,809,448,0.0,36.171875,33.359375,58.4375,151.16666666666669,148.33333333333331
110,0,545,271,0.0,29.140624999999996,28.515625,28.359374999999996,140.5,102.25
110,1,808,447,0.0,16.875,34.84375,58.4375,120.0,178.91666666666666
111,0,545,271,0.0,29.140624999999996,28.515625,28.359374999999996,152.60000000000002,104.06666666666666
111,1,808,446,0.0,16.875,34.84375,58.4375,119.66666666666669,178.91666666666666
112,0,546,271,0.6986936372614297,29.140624999999996,42.5,28.281250000000004,141.60000000000002,100.14999999999998
112,1,806,446,0.28124341253620466,16.875,34.84375,58.4375,119.33333333333331,199.00000000000003
113,0,550,269,0.0,29.531249999999996,42.734375,28.984375,140.89999999999998,105.60000000000002
113,1,803,447,0.0,16.796875,34.765625,58.4375,119.66666666666666,198.33333333333331
114,0,551,270,0.0,29.609375,43.046875,28.984375,141.39999999999998,105.20000000000005
114,1,799,445,0.0,16.71875,34.6875,58.28124999999999,119.0,197.33333333333334
115,0,556,269,0.0,29.609375,43.4375,29.609375,142.10000000000002,104.39999999999998
115,1,796,446,0.0,36.09375,49.765625,0.0,234.66666666666666,66.5
116,0,552,269,0.0,29.765625,29.375,29.453125000000004,152.10000000000002,105.89999999999998
116,1,794,444,0.0,36.171875,49.609375,0.0,214.83333333333334,85.33333333333331
117,0,552,270,0.0,29.765625,29.375,29.765625,152.60000000000002,107.79999999999995
117,1,794,444,0.0,36.171875,49.609375,0.0,214.83333333333334,85.33333333333331
118,0,560,269,0.0,29.843750000000004,43.75,29.843750000000004,151.33333333333331,106.66666666666669
118,1,791,443,0.0,36.25,49.375,0.0,234.33333333333334,64.5
119,0,558,268,0.0,29.921874999999996,43.59375,29.296875,140.10000000000002,100.14999999999998
119,1,789,442,0.0,36.171875,19.21875,58.046875,119.0,175.66666666666669
120,0,560,267,0.0,30.0,43.75,29.531249999999996,139.39999999999998,100.10000000000002
120,1,788,441,0.0,36.171875,19.375,58.046875,118.75,175.33333333333331
121,0,563,266,0.0,30.15625,43.984375,29.921874999999996,148.0,107.5
121,1,787,441,0.0,36.171875,49.375,0.0,233.33333333333334,62.0
122,0,561,266,0.30494629448522687,30.390625,30.234375000000004,29.843750000000004,136.25,105.25
122,1,786,441,0.4779779888888413,36.171875,19.21875,57.96875,118.75,153.5
123,0,561,266,0.30503710366467035,30.390625,30.234375000000004,29.921874999999996,136.25,105.0
123,1,786,441,0.47800098260286805,36.171875,19.140625,58.046875,119.25,153.0
124,0,564,264,0.0,30.546875,30.46875,30.078125,135.75,117.75
124,1,784,440,0.0,17.1875,34.453125,57.96875,118.33333333333334,172.26666666666668
125,0,565,264,0.2905618820364883,30.703124999999996,30.46875,30.0,136.5,104.89999999999998
125,1,782,440,0.4612976301634082,36.09375,19.296875,57.96875,119.25,151.75
126,0,567,262,0.0,30.78125,30.625000000000004,29.765625,136.25,104.35000000000002
126,1,781,439,0.0,36.015625,19.375,58.046875,118.75,151.75
127,0,568,260,0.294095280999195,30.859375,30.78125,29.296875,136.5,99.25
127,1,780,438,0.48698179586943524,14.609375,34.296875,58.12500000000001,141.16666666666666,171.83333333333334
128,0,570,259,0.0,31.015625000000004,44.375,29.531249999999996,136.10000000000002,98.64999999999998
128,1,780,437,0.0,36.25,37.03125,58.046875,147.91666666666669,143.0
129,0,569,258,0.0,30.9375,44.375,29.531249999999996,135.60000000000002,98.39999999999998
129,1,780,437,0.0,36.25,37.03125,58.046875,147.91666666666669,143.0
130,0,570,258,0.0,31.015625000000004,44.453125,29.609375,135.60000000000002,91.19999999999999
130,1,778,578,0.0,0.0,36.09375,58.12500000000001,175.6,240.79999999999998
131,0,571,256,0.0,31.093749999999996,44.453125,29.6875,134.8,108.5333333333333
131,1,779,436,0.0,0.0,36.09375,58.28124999999999,174.8,197.7
132,0,575,255,0.0,31.328125,44.53125,29.6875,127.25,104.25
132,1,778,436,0.0,36.09375,19.609375,58.4375,118.5,150.25
133,0,576,255,0.0,31.484374999999996,44.53125,29.765625,133.3,97.94999999999999
133,1,778,434,0.0,36.171875,37.734375,58.4375,147.41666666666669,141.0
134,0,576,255,0.0,31.484374999999996,44.453125,29.921874999999996,132.8,108.19999999999999
